113,18266,1547,2,SubscriptionPurchase
114,16413,1410,14,AutomotivePurchase
115,41522,623,8,PetSuppliesPurchase
116,5865,1609,1,BooksPurchase
117,31296,1174,15,MusicPurchase
118,43039,1568,14,MoviePurchase
119,3988,1912,5,EducationPurchase
120,38620,418,14,TechnologyPurchase
121,10110,582,2,RestaurantPurchase
122,33567,391,4,FitnessEquipmentPurchase
123,4644,1560,8,HobbySuppliesPurchase
124,46218,1749,9,HouseholdItemsPurchase
125,18057,546,3,KidsToysPurchase
126,43417,832,6,GroceryPurchase
127,36787,931,2,SportsEquipmentPurchase
128,17324,301,15,ElectronicsPurchase
129,9444,437,10,ClothingPurchase
130,42682,1611,8,FurniturePurchase
131,35721,484,6,OfficeSuppliesPurchase
132,44098,154,2,HealthCarePurchase
133,8904,623,15,BeautyProductsPurchase
134,45817,566,4,HomeImprovementPurchase
135,44304,1603,9,OutdoorEquipmentPurchase
136,32910,857,7,TravelPurchase
137,40629,236,5,EntertainmentPurchase
138,31323,1597,3,SubscriptionPurchase
139,41479,966,12,AutomotivePurchase
140,1848,226,4,PetSuppliesPurchase
141,19200,249,9,BooksPurchase
142,1995,801,4,MusicPurchase
143,36410,1396,4,MoviePurchase
144,30610,1522,4,EducationPurchase
145,2018,287,12,TechnologyPurchase
146,21359,1751,8,RestaurantPurchase
147,26467,1182,5,FitnessEquipmentPurchase
148,45540,1805,11,HobbySuppliesPurchase
149,25794,1256,6,HouseholdItemsPurchase
150,21807,993,11,KidsToysPurchase
151,13048,1096,10,GroceryPurchase
152,4251,1413,1,SportsEquipmentPurchase
153,17895,666,3,ElectronicsPurchase
154,15688,1551,12,ClothingPurchase
155,44121,1445,15,FurniturePurchase
156,29491,556,9,OfficeSuppliesPurchase
157,22294,121,3,HealthCarePurchase
158,43879,702,2,BeautyProductsPurchase
159,33484,234,1,HomeImprovementPurchase
160,39021,1209,15,OutdoorEquipmentPurchase
161,44683,1530,14,TravelPurchase
162,18777,1549,3,EntertainmentPurchase
163,48270,1100,8,SubscriptionPurchase
164,32882,494,14,AutomotivePurchase
165,17503,1128,9,PetSuppliesPurchase
166,44455,1991,12,BooksPurchase
167,9888,1361,13,MusicPurchase
168,48973,636,4,MoviePurchase
169,29085,890,3,EducationPurchase
170,49462,973,11,TechnologyPurchase
171,14595,1228,8,RestaurantPurchase
172,37631,416,13,FitnessEquipmentPurchase
173,39466,1622,12,HobbySuppliesPurchase
174,17283,328,14,HouseholdItemsPurchase
175,34634,455,6,KidsToysPurchase
176,9012,1398,5,GroceryPurchase
177,28072,1695,4,SportsEquipmentPurchase
178,33510,756,13,ElectronicsPurchase
179,14660,1089,10,ClothingPurchase
180,39308,1986,8,FurniturePurchase
181,17117,392,3,OfficeSuppliesPurchase
182,19733,200,12,HealthCarePurchase
183,32698,1270,13,BeautyProductsPurchase
184,41021,1749,1,HomeImprovementPurchase
185,28654,851,10,OutdoorEquipmentPurchase
186,16353,1962,6,TravelPurchase
187,26547,476,6,EntertainmentPurchase
188,48012,1103,14,SubscriptionPurchase
189,32475,512,2,AutomotivePurchase
190,22070,882,4,PetSuppliesPurchase
191,5914,39,9,BooksPurchase
192,24675,464,3,MusicPurchase
193,41743,694,11,MoviePurchase
194,14339,1337,9,EducationPurchase
195,13408,374,10,TechnologyPurchase
196,20852,683,10,RestaurantPurchase
197,29373,1884,1,FitnessEquipmentPurchase
198,19905,498,3,HobbySuppliesPurchase
199,24972,958,9,HouseholdItemsPurchase
200,4644,1039,6,KidsToysPurchase
201,5953,1865,15,GroceryPurchase
202,28920,1174,3,SportsEquipmentPurchase
203,4067,1102,5,ElectronicsPurchase
204,22524,1202,1,ClothingPurchase
205,34009,329,5,FurniturePurchase
206,3428,553,12,OfficeSuppliesPurchase
207,27965,1010,15,HealthCarePurchase
208,18929,1031,10,BeautyProductsPurchase
209,17159,1675,7,HomeImprovementPurchase
210,43790,1218,2,OutdoorEquipmentPurchase
211,1023,403,5,TravelPurchase
212,25724,59,4,EntertainmentPurchase
213,46190,783,13,SubscriptionPurchase
214,31902,1151,7,AutomotivePurchase
215,39335,1183,5,PetSuppliesPurchase
216,40316,755,6,BooksPurchase
217,44702,76,13,MusicPurchase
218,33302,499,9,MoviePurchase
219,30079,1450,3,EducationPurchase
220,7360,1869,12,TechnologyPurchase
221,36244,318,6,RestaurantPurchase
222,40211,306,4,FitnessEquipmentPurchase
223,9193,884,13,HobbySuppliesPurchase
224,3706,1874,12,HouseholdItemsPurchase
225,29994,638,12,KidsToysPurchase
226,45732,986,14,GroceryPurchase
227,4827,1381,9,SportsEquipmentPurchase
228,5813,792,3,ElectronicsPurchase
229,10287,518,2,ClothingPurchase
230,1588,1284,14,FurniturePurchase
231,14127,1382,14,OfficeSuppliesPurchase
232,14991,1077,6,HealthCarePurchase
233,45068,207,7,BeautyProductsPurchase
234,18235,403,1,HomeImprovementPurchase
235,24578,413,10,OutdoorEquipmentPurchase
236,33051,1621,1,TravelPurchase
237,41275,1744,10,EntertainmentPurchase
238,29224,1076,9,SubscriptionPurchase
239,17632,1421,14,AutomotivePurchase
240,36854,1951,8,PetSuppliesPurchase
241,36829,1572,2,BooksPurchase
242,2419,278,3,MusicPurchase
243,6816,320,2,MoviePurchase
244,2273,76,11,EducationPurchase
245,11344,1671,10,TechnologyPurchase
246,4662,474,4,RestaurantPurchase
247,23977,1105,14,FitnessEquipmentPurchase
248,26391,661,9,HobbySuppliesPurchase
249,36802,1964,10,HouseholdItemsPurchase
250,4819,1175,14,KidsToysPurchase
251,20297,401,15,GroceryPurchase
252,38028,1280,15,SportsEquipmentPurchase
253,22590,359,11,ElectronicsPurchase
254,49001,971,13,ClothingPurchase
255,46789,1052,3,FurniturePurchase
256,12446,1148,4,OfficeSuppliesPurchase
257,34697,289,6,HealthCarePurchase
258,32232,1426,1,BeautyProductsPurchase
259,1866,36,8,HomeImprovementPurchase
260,32209,563,14,OutdoorEquipmentPurchase
261,6561,904,2,TravelPurchase
262,5675,1542,13,EntertainmentPurchase
263,4775,279,5,SubscriptionPurchase
264,43307,1942,4,AutomotivePurchase
265,44121,473,6,PetSuppliesPurchase
266,30829,124,9,BooksPurchase
267,16029,1225,15,MusicPurchase
268,7783,1829,2,MoviePurchase
269,44700,937,11,EducationPurchase
270,46187,1486,3,TechnologyPurchase
271,21757,822,10,RestaurantPurchase
272,2173,1249,13,FitnessEquipmentPurchase
273,34245,1607,3,HobbySuppliesPurchase
274,40865,376,10,HouseholdItemsPurchase
275,14549,833,12,KidsToysPurchase
276,15607,259,8,GroceryPurchase
277,44736,1101,6,SportsEquipmentPurchase
278,2888,676,10,ElectronicsPurchase
279,42302,1615,10,ClothingPurchase
280,4263,755,4,FurniturePurchase
281,4360,1552,4,OfficeSuppliesPurchase
282,49748,1898,13,HealthCarePurchase
283,5948,1553,15,BeautyProductsPurchase
284,43804,286,7,HomeImprovementPurchase
285,22180,471,6,OutdoorEquipmentPurchase
286,18948,204,12,TravelPurchase
287,44187,1906,3,EntertainmentPurchase
288,42652,1662,3,SubscriptionPurchase
289,7608,773,10,AutomotivePurchase
290,17963,1487,11,PetSuppliesPurchase
291,46378,588,14,BooksPurchase
292,13236,938,9,MusicPurchase
293,29437,986,3,MoviePurchase
294,4403,553,14,EducationPurchase
295,15776,1132,4,TechnologyPurchase
296,5747,1102,12,RestaurantPurchase
297,30342,689,14,FitnessEquipmentPurchase
298,47304,854,2,HobbySuppliesPurchase
299,13568,483,8,HouseholdItemsPurchase
300,28894,1826,6,KidsToysPurchase
301,18695,1388,3,GroceryPurchase
302,586,1850,5,SportsEquipmentPurchase
303,30866,1020,13,ElectronicsPurchase
304,40068,67,6,ClothingPurchase
305,25370,1856,11,FurniturePurchase
306,19316,593,8,OfficeSuppliesPurchase
307,8504,188,12,HealthCarePurchase
308,38250,539,8,BeautyProductsPurchase
309,3833,85,8,HomeImprovementPurchase
310,18529,1641,4,OutdoorEquipmentPurchase
311,7280,1839,1,TravelPurchase
312,29353,1624,10,EntertainmentPurchase
313,6538,1332,4,SubscriptionPurchase
314,38454,1395,7,AutomotivePurchase
315,34037,323,11,PetSuppliesPurchase
316,42044,259,6,BooksPurchase
317,10019,386,14,MusicPurchase
318,22178,89,14,MoviePurchase
319,49829,1618,6,EducationPurchase
320,11503,1760,7,TechnologyPurchase
321,40227,21,6,RestaurantPurchase
322,48441,1212,14,FitnessEquipmentPurchase
323,20775,70,6,HobbySuppliesPurchase
324,37690,58,15,HouseholdItemsPurchase
325,3761,971,6,KidsToysPurchase
326,48456,1498,4,GroceryPurchase
327,420,1393,4,SportsEquipmentPurchase
328,41251,292,14,ElectronicsPurchase
329,33485,866,10,ClothingPurchase
330,42250,402,12,FurniturePurchase
331,2406,639,10,OfficeSuppliesPurchase
332,31290,1982,5,HealthCarePurchase
333,3464,737,11,BeautyProductsPurchase
334,38561,1463,1,HomeImprovementPurchase
335,33273,1011,2,OutdoorEquipmentPurchase
336,5110,1403,9,TravelPurchase
337,33306,831,12,EntertainmentPurchase
338,35832,1631,12,SubscriptionPurchase
339,39445,429,1,AutomotivePurchase
340,46549,824,7,PetSuppliesPurchase
341,38039,1394,8,BooksPurchase
342,15084,404,12,MusicPurchase
343,13421,1563,13,MoviePurchase
344,14874,1579,8,EducationPurchase
345,41669,1855,1,TechnologyPurchase
346,32771,482,10,RestaurantPurchase
347,20800,1693,14,FitnessEquipmentPurchase
348,10616,1500,2,HobbySuppliesPurchase
349,30486,1719,1,HouseholdItemsPurchase
350,876,428,13,KidsToysPurchase
351,32209,1460,12,GroceryPurchase
352,33284,1558,12,SportsEquipmentPurchase
353,43654,1430,14,ElectronicsPurchase
354,37886,1044,9,ClothingPurchase
355,7325,60,6,FurniturePurchase
356,21614,874,12,OfficeSuppliesPurchase
357,48857,970,12,HealthCarePurchase
358,21669,1447,10,BeautyProductsPurchase
359,36592,1288,7,HomeImprovementPurchase
360,33848,1733,10,OutdoorEquipmentPurchase
361,3499,906,5,TravelPurchase
362,11949,927,3,EntertainmentPurchase
363,18428,32,14,SubscriptionPurchase
364,8200,973,11,AutomotivePurchase
365,11164,329,6,PetSuppliesPurchase
366,15339,1046,12,BooksPurchase
367,32064,1557,8,MusicPurchase
368,32672,817,7,MoviePurchase
369,4079,150,8,EducationPurchase
370,43721,1084,9,TechnologyPurchase
371,42105,1472,15,RestaurantPurchase
372,33206,1995,8,FitnessEquipmentPurchase
373,35799,789,11,HobbySuppliesPurchase
374,13366,1559,11,HouseholdItemsPurchase
375,41040,1217,1,KidsToysPurchase
376,9062,1124,3,GroceryPurchase
377,34070,1846,8,SportsEquipmentPurchase
378,6904,231,15,ElectronicsPurchase
379,3784,738,6,ClothingPurchase
380,44971,86,15,FurniturePurchase
381,1050,1815,6,OfficeSuppliesPurchase
382,38113,1169,11,HealthCarePurchase
383,17754,774,5,BeautyProductsPurchase
384,27013,1495,3,HomeImprovementPurchase
385,12029,1992,9,OutdoorEquipmentPurchase
386,7494,247,12,TravelPurchase
387,1335,105,14,EntertainmentPurchase
388,42797,806,1,SubscriptionPurchase
389,40048,1294,9,AutomotivePurchase
390,48806,870,5,PetSuppliesPurchase
391,38625,1824,11,BooksPurchase
392,15645,1523,3,MusicPurchase
393,11852,213,4,MoviePurchase
394,44831,546,1,EducationPurchase
395,36414,1661,10,TechnologyPurchase
396,9747,302,11,RestaurantPurchase
397,42654,677,2,FitnessEquipmentPurchase
398,31188,349,1,HobbySuppliesPurchase
399,34786,1954,2,HouseholdItemsPurchase
400,30221,61,13,KidsToysPurchase
401,18758,404,6,GroceryPurchase
402,32483,76,9,SportsEquipmentPurchase
403,44144,256,12,ElectronicsPurchase
404,21991,900,8,ClothingPurchase
405,46836,781,8,FurniturePurchase
406,13194,1918,4,OfficeSuppliesPurchase
407,38358,1787,13,HealthCarePurchase
408,14887,1994,8,BeautyProductsPurchase
409,49959,1077,7,HomeImprovementPurchase
410,38257,426,2,OutdoorEquipmentPurchase
411,27930,1805,10,TravelPurchase
412,36354,766,6,EntertainmentPurchase
413,39306,1056,6,SubscriptionPurchase
414,36362,1292,9,AutomotivePurchase
415,43100,887,7,PetSuppliesPurchase
416,10352,179,13,BooksPurchase
417,17987,1174,11,MusicPurchase
418,33661,634,3,MoviePurchase
419,41121,1316,6,EducationPurchase
420,19123,1470,8,TechnologyPurchase
421,23458,530,8,RestaurantPurchase
422,18360,219,1,FitnessEquipmentPurchase
423,12546,1628,8,HobbySuppliesPurchase
424,41390,97,9,HouseholdItemsPurchase
425,31180,1318,2,KidsToysPurchase
426,4459,865,13,GroceryPurchase
427,33927,1299,9,SportsEquipmentPurchase
428,7161,979,1,ElectronicsPurchase
429,21131,682,5,ClothingPurchase
430,7001,1596,12,FurniturePurchase
431,140,1277,12,OfficeSuppliesPurchase
432,42777,791,9,HealthCarePurchase
433,16667,252,8,BeautyProductsPurchase
434,16034,136,7,HomeImprovementPurchase
435,45190,1039,11,OutdoorEquipmentPurchase
436,49748,429,11,TravelPurchase
437,18523,1169,13,EntertainmentPurchase
438,40021,1361,6,SubscriptionPurchase
439,49977,657,3,AutomotivePurchase
440,42187,1191,8,PetSuppliesPurchase
441,3493,54,12,BooksPurchase
442,27322,1154,14,MusicPurchase
443,6530,1702,10,MoviePurchase
444,45673,1406,13,EducationPurchase
445,35986,268,5,TechnologyPurchase
446,8150,1061,6,RestaurantPurchase
447,30868,1848,1,FitnessEquipmentPurchase
448,13104,168,3,HobbySuppliesPurchase
449,25350,1165,8,HouseholdItemsPurchase
450,31631,790,11,KidsToysPurchase
451,7273,1654,3,GroceryPurchase
452,40844,448,6,SportsEquipmentPurchase
453,5788,936,15,ElectronicsPurchase
454,28551,814,15,ClothingPurchase
455,1263,581,11,FurniturePurchase
456,10071,819,4,OfficeSuppliesPurchase
457,15895,1279,6,HealthCarePurchase
458,27277,1108,11,BeautyProductsPurchase
459,12948,827,5,HomeImprovementPurchase
460,31732,155,9,OutdoorEquipmentPurchase
461,19998,1357,6,TravelPurchase
462,17430,460,10,EntertainmentPurchase
463,7384,1027,14,SubscriptionPurchase
464,40960,1515,2,AutomotivePurchase
465,17754,354,11,PetSuppliesPurchase
466,34498,301,3,BooksPurchase
467,19110,426,13,MusicPurchase
468,35179,1170,5,MoviePurchase
469,24679,1956,3,EducationPurchase
470,9250,467,6,TechnologyPurchase
471,27910,1546,5,RestaurantPurchase
472,20509,97,5,FitnessEquipmentPurchase
473,27436,1239,15,HobbySuppliesPurchase
474,6688,772,5,HouseholdItemsPurchase
475,13355,1275,1,KidsToysPurchase
476,12972,523,15,GroceryPurchase
477,15759,302,8,SportsEquipmentPurchase
478,44527,1947,6,ElectronicsPurchase
479,29820,830,7,ClothingPurchase
480,9698,812,8,FurniturePurchase
481,34768,603,13,OfficeSuppliesPurchase
482,49096,498,14,HealthCarePurchase
483,36809,162,11,BeautyProductsPurchase
484,41987,1031,9,HomeImprovementPurchase
485,16553,1422,2,OutdoorEquipmentPurchase
486,9038,1201,14,TravelPurchase
487,26916,1695,3,EntertainmentPurchase
488,23493,311,12,SubscriptionPurchase
489,44761,613,10,AutomotivePurchase
490,13712,653,4,PetSuppliesPurchase
491,12577,319,6,BooksPurchase
492,30353,1638,12,MusicPurchase
493,4788,484,7,MoviePurchase
494,13654,1009,4,EducationPurchase
495,49091,1874,13,TechnologyPurchase
496,495,434,14,RestaurantPurchase
497,399,1669,13,FitnessEquipmentPurchase
498,14223,1946,4,HobbySuppliesPurchase
499,6493,1992,8,HouseholdItemsPurchase
500,13958,1917,10,KidsToysPurchase
501,40260,823,10,GroceryPurchase
502,1966,672,11,SportsEquipmentPurchase
503,48730,1035,15,ElectronicsPurchase
504,43433,1998,2,ClothingPurchase
505,295,1950,12,FurniturePurchase
506,43565,1856,7,OfficeSuppliesPurchase
507,610,1989,15,HealthCarePurchase
508,48102,489,8,BeautyProductsPurchase
509,28588,1895,10,HomeImprovementPurchase
510,13905,1296,9,OutdoorEquipmentPurchase
511,14066,1233,12,TravelPurchase
512,3969,258,7,EntertainmentPurchase
513,13903,1387,3,SubscriptionPurchase
514,29812,1484,14,AutomotivePurchase
515,44062,345,13,PetSuppliesPurchase
516,27574,1739,2,BooksPurchase
517,47190,520,14,MusicPurchase
518,21497,547,10,MoviePurchase
519,1149,913,4,EducationPurchase
520,24595,533,7,TechnologyPurchase
521,28894,1989,12,RestaurantPurchase
522,386,1499,12,FitnessEquipmentPurchase
523,43945,488,14,HobbySuppliesPurchase
524,43916,610,12,HouseholdItemsPurchase
525,22151,284,6,KidsToysPurchase
526,22885,1630,7,GroceryPurchase
527,31210,234,5,SportsEquipmentPurchase
528,2417,1810,2,ElectronicsPurchase
529,34038,725,9,ClothingPurchase
530,5829,1543,2,FurniturePurchase
531,9286,520,6,OfficeSuppliesPurchase
532,26051,1451,2,HealthCarePurchase
533,42127,592,8,BeautyProductsPurchase
534,39173,1472,12,HomeImprovementPurchase
535,2576,314,1,OutdoorEquipmentPurchase
536,7260,391,15,TravelPurchase
537,2564,691,14,EntertainmentPurchase
538,15086,1458,2,SubscriptionPurchase
539,47106,411,1,AutomotivePurchase
540,6052,215,7,PetSuppliesPurchase
541,13477,140,2,BooksPurchase
542,34953,1504,10,MusicPurchase
543,41920,442,14,MoviePurchase
544,17513,1061,13,EducationPurchase
545,40429,1471,1,TechnologyPurchase
546,18928,949,14,RestaurantPurchase
547,3619,1988,2,FitnessEquipmentPurchase
548,40911,1003,15,HobbySuppliesPurchase
549,10734,118,7,HouseholdItemsPurchase
550,15782,1588,14,KidsToysPurchase
551,1734,851,9,GroceryPurchase
552,24637,1919,9,SportsEquipmentPurchase
553,16321,1511,5,ElectronicsPurchase
554,11214,1492,9,ClothingPurchase
555,37273,841,13,FurniturePurchase
556,5121,123,6,OfficeSuppliesPurchase
557,34662,372,7,HealthCarePurchase
558,1969,909,14,BeautyProductsPurchase
559,28232,732,1,HomeImprovementPurchase
560,28514,75,3,OutdoorEquipmentPurchase
561,14395,1522,4,TravelPurchase
562,48720,1869,12,EntertainmentPurchase
563,10239,1840,1,SubscriptionPurchase
564,6779,546,14,AutomotivePurchase
565,24883,983,5,PetSuppliesPurchase
566,32850,497,9,BooksPurchase
567,2756,1729,8,MusicPurchase
568,33057,916,12,MoviePurchase
569,32254,287,8,EducationPurchase
570,45359,592,2,TechnologyPurchase
571,1448,1723,8,RestaurantPurchase
572,42530,1325,10,FitnessEquipmentPurchase
573,39943,795,8,HobbySuppliesPurchase
574,16322,306,13,HouseholdItemsPurchase
575,27588,230,11,KidsToysPurchase
576,30342,430,11,GroceryPurchase
577,32407,330,11,SportsEquipmentPurchase
578,41158,1628,6,ElectronicsPurchase
579,6341,803,5,ClothingPurchase
580,17514,1444,11,FurniturePurchase
581,42829,886,5,OfficeSuppliesPurchase
582,15886,1851,15,HealthCarePurchase
583,34412,101,13,BeautyProductsPurchase
584,26480,1275,1,HomeImprovementPurchase
585,30208,588,6,OutdoorEquipmentPurchase
586,2192,833,15,TravelPurchase
587,23708,1032,15,EntertainmentPurchase
588,6315,155,12,SubscriptionPurchase
589,19034,166,9,AutomotivePurchase
590,34067,1049,3,PetSuppliesPurchase
591,29321,1173,6,BooksPurchase
592,7342,867,8,MusicPurchase
593,3530,1609,13,MoviePurchase
594,31869,421,7,EducationPurchase
595,47329,388,7,TechnologyPurchase
596,24429,132,9,RestaurantPurchase
597,22669,1480,13,FitnessEquipmentPurchase
598,40241,1818,11,HobbySuppliesPurchase
599,31666,1713,15,HouseholdItemsPurchase
600,14836,1614,14,KidsToysPurchase
601,31296,378,11,GroceryPurchase
602,47053,1936,6,SportsEquipmentPurchase
603,19904,1146,4,ElectronicsPurchase
604,21500,664,5,ClothingPurchase
605,8350,140,5,FurniturePurchase
606,3145,178,14,OfficeSuppliesPurchase
607,6153,127,2,HealthCarePurchase
608,23220,1958,13,BeautyProductsPurchase
609,25129,1936,14,HomeImprovementPurchase
610,33251,22,1,OutdoorEquipmentPurchase
611,45680,1860,12,TravelPurchase
612,32885,1928,8,EntertainmentPurchase
613,44384,35,11,SubscriptionPurchase
614,47040,1092,11,AutomotivePurchase
615,8250,306,15,PetSuppliesPurchase
616,35782,315,6,BooksPurchase
617,17158,951,5,MusicPurchase
618,23444,958,4,MoviePurchase
619,14848,1534,6,EducationPurchase
620,4983,1781,9,TechnologyPurchase
621,30289,1677,9,RestaurantPurchase
622,14042,776,8,FitnessEquipmentPurchase
623,42377,974,1,HobbySuppliesPurchase
624,22770,1453,14,HouseholdItemsPurchase
625,40734,575,7,KidsToysPurchase
626,9990,1761,3,GroceryPurchase
627,11115,176,7,SportsEquipmentPurchase
628,43620,366,3,ElectronicsPurchase
629,47912,834,8,ClothingPurchase
630,23887,153,9,FurniturePurchase
631,44726,567,6,OfficeSuppliesPurchase
632,31905,1162,7,HealthCarePurchase
633,20296,416,15,BeautyProductsPurchase
634,42034,184,1,HomeImprovementPurchase
635,31990,1270,11,OutdoorEquipmentPurchase
636,37566,1373,13,TravelPurchase
637,25140,1356,2,EntertainmentPurchase
638,21178,421,13,SubscriptionPurchase
639,8555,324,6,AutomotivePurchase
640,41488,1687,11,PetSuppliesPurchase
641,34383,647,7,BooksPurchase
642,35779,649,4,MusicPurchase
643,43423,1979,8,MoviePurchase
644,16778,1164,11,EducationPurchase
645,12722,637,4,TechnologyPurchase
646,3285,277,15,RestaurantPurchase
647,49996,219,1,FitnessEquipmentPurchase
648,35598,551,3,HobbySuppliesPurchase
649,15662,39,15,HouseholdItemsPurchase
650,4822,109,15,KidsToysPurchase
651,16095,1148,2,GroceryPurchase
652,1153,1393,9,SportsEquipmentPurchase
653,7319,1122,11,ElectronicsPurchase
654,27855,357,1,ClothingPurchase
655,17044,223,10,FurniturePurchase
656,7689,1828,12,OfficeSuppliesPurchase
657,22709,1590,9,HealthCarePurchase
658,20712,1292,9,BeautyProductsPurchase
659,11527,364,11,HomeImprovementPurchase
660,31435,1469,2,OutdoorEquipmentPurchase
661,2384,976,4,TravelPurchase
662,16776,1379,14,EntertainmentPurchase
663,41453,343,6,SubscriptionPurchase
664,42069,45,14,AutomotivePurchase
665,47920,1641,13,PetSuppliesPurchase
666,36540,1876,9,BooksPurchase
667,2629,917,8,MusicPurchase
668,39363,34,14,MoviePurchase
669,22472,109,15,EducationPurchase
670,14192,1369,14,TechnologyPurchase
671,49063,1587,7,RestaurantPurchase
672,8678,258,3,FitnessEquipmentPurchase
673,32549,1065,13,HobbySuppliesPurchase
674,5571,1242,3,HouseholdItemsPurchase
675,5743,716,5,KidsToysPurchase
676,27687,1775,11,GroceryPurchase
677,15328,1083,11,SportsEquipmentPurchase
678,30092,46,5,ElectronicsPurchase
679,46414,648,7,ClothingPurchase
680,32529,1079,11,FurniturePurchase
681,16389,1640,15,OfficeSuppliesPurchase
682,26066,1377,10,HealthCarePurchase
683,22293,1016,4,BeautyProductsPurchase
684,46789,26,5,HomeImprovementPurchase
685,14519,320,5,OutdoorEquipmentPurchase
686,34193,173,5,TravelPurchase
687,46727,408,7,EntertainmentPurchase
688,32959,1380,3,SubscriptionPurchase
689,6473,1732,10,AutomotivePurchase
690,20656,721,4,PetSuppliesPurchase
691,37714,1621,13,BooksPurchase
692,7567,1091,3,MusicPurchase
693,21570,1102,6,MoviePurchase
694,43239,1591,3,EducationPurchase
